http://www.w3.org/ns/prov#wasDerivedFrom,http://purl.org/dc/elements/1.1/format,CL,ORDER,FAMILY,S,N_DET,N_UND,N_TY,N_2T,SPEC,LO_NO,TRAN,DATE,OPEN
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,223,0,0,0,1940001,LOAN,Thu Mar 28 00:00:00 CST 1940,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,-12,0,0,0,1940001,RTRN,Tue Feb 05 00:00:00 CST 1963,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,-42,0,0,0,1940001,RTRN,Thu Nov 09 00:00:00 CST 1978,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,-110,0,0,0,1940001,RTRN,Fri May 20 00:00:00 CDT 1983,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,-2,0,0,0,1940001,RTRN,Mon Aug 15 00:00:00 CDT 1988,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,-12,0,0,0,1940001,RTRN,Mon May 01 00:00:00 CDT 1989,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,-45,0,0,0,1940001,LOST,Tue May 02 00:00:00 CDT 1989,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,OTITIDAE,P,0,434,0,0,0,1950001,LOAN,Sat Sep 30 00:00:00 CST 1950,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,OTITIDAE,P,0,-126,0,0,0,1950001,RTRN,Tue Sep 06 00:00:00 CDT 1977,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,PHYTALMIIDAE,P,0,28,0,0,0,1950001,LOAN,Sat Sep 30 00:00:00 CST 1950,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,TENEBRIONIDAE,P,187,0,0,0,7,1951002,LOAN,Wed Nov 21 00:00:00 CST 1951,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,TENEBRIONIDAE,P,-130,0,0,0,0,1951002,RTRN,Wed Oct 29 00:00:00 CST 1975,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,TENEBRIONIDAE,P,-4,0,0,0,0,1951002,RTRN,Mon Oct 25 00:00:00 CDT 1993,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CERCOPIDAE,P,599,2250,0,0,21,1958001,LOAN,Tue Dec 31 00:00:00 CST 1957,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CERCOPIDAE,P,-578,-696,0,0,-21,1958001,RTRN,Thu Aug 15 00:00:00 CDT 1985,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CERCOPIDAE,P,-21,-1554,0,0,0,1958001,LOST,Wed Mar 08 00:00:00 CST 1989,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,475,288,0,0,55,1958001,LOAN,Tue Dec 31 00:00:00 CST 1957,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,0,213,0,0,0,1958001,LOAN,Wed Dec 09 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,-100,-147,0,0,-15,1958001,RTRN,Thu Jul 27 00:00:00 CDT 2000,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,-222,-1,0,0,-14,1958001,RTRN,Wed Mar 14 00:00:00 CST 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,-153,-117,0,0,0,1958001,RTRN,Wed May 02 00:00:00 CDT 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,0,-154,0,0,-26,1958001,RTRN,Thu May 24 00:00:00 CDT 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,SPHECIDAE,P,0,190,0,0,0,1959004,LOAN,Mon Nov 02 00:00:00 CST 1959,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,SPHECIDAE,P,0,-190,0,0,0,1959004,RTRN,Thu Apr 23 00:00:00 CDT 1992,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,CARABIDAE,V,0,56,0,0,0,1960004,LOAN,Fri Jul 01 00:00:00 CDT 1960,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,CARABIDAE,V,0,-12,0,0,0,1960004,RTRN,Mon Sep 05 00:00:00 CDT 1966,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,CARABIDAE,V,0,-18,0,0,0,1960004,RTRN,Tue Mar 18 00:00:00 CST 1969,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,CARABIDAE,V,0,-26,0,0,0,1960004,RTRN,Thu Apr 17 00:00:00 CDT 2003,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,ANDRENIDAE,P,671,680,0,0,28,1962010,LOAN,Wed Aug 08 00:00:00 CDT 1962,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,ANDRENIDAE,P,-535,-349,0,0,-25,1962010,RTRN,Wed Oct 09 00:00:00 CDT 1985,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,ANDRENIDAE,P,-136,-27,0,0,-3,1962010,RTRN,Mon Apr 23 00:00:00 CDT 1990,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,ANDRENIDAE,P,0,-41,0,0,0,1962010,RTRN,Tue Sep 20 00:00:00 CDT 2005,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,68,0,0,0,1964007,LOAN,Sun Jan 19 00:00:00 CST 1964,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,-34,0,0,0,1964007,RTRN,Thu Sep 08 00:00:00 CDT 1988,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,-27,0,0,0,1964007,RTRN,Tue Feb 23 00:00:00 CST 1993,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,-7,0,0,0,1964007,RTRN,Thu Mar 31 00:00:00 CST 1994,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,HYDROPHILIDAE,P,0,2295,0,0,0,1965010,LOAN,Tue May 18 00:00:00 CDT 1965,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,HYDROPHILIDAE,P,0,-1110,0,0,0,1965010,RTRN,Tue Sep 07 00:00:00 CDT 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,HYDROPHILIDAE,P,0,-952,0,0,0,1965010,RTRN,Fri Apr 28 00:00:00 CDT 2000,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,CORRODENTIA,?CORRODENTIA,P,0,176,0,0,0,1965016,LOAN,Fri Feb 05 00:00:00 CDT 1943,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,CORRODENTIA,?CORRODENTIA,S,0,118,0,0,0,1965016,LOAN,Fri Feb 05 00:00:00 CDT 1943,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,CORRODENTIA,?CORRODENTIA,V,0,60,0,0,0,1965016,LOAN,Fri Feb 05 00:00:00 CDT 1943,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,CORRODENTIA,?CORRODENTIA,P,0,-176,0,0,0,1965016,LOST,Mon Jun 04 00:00:00 CDT 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,CORRODENTIA,?CORRODENTIA,S,0,-118,0,0,0,1965016,LOST,Mon Jun 04 00:00:00 CDT 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,CORRODENTIA,?CORRODENTIA,V,0,-60,0,0,0,1965016,LOST,Mon Jun 04 00:00:00 CDT 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,CORRODENTIA,PSOQUILLIDAE,V,20,0,0,0,1,1965016,LOAN,Fri Feb 05 00:00:00 CDT 1943,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,CORRODENTIA,PSOQUILLIDAE,V,-20,0,0,0,-1,1965016,LOST,Mon Jun 04 00:00:00 CDT 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,TENEBRIONIDAE,P,354,0,11,0,75,1965022,LOAN,Wed Nov 24 00:00:00 CST 1965,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,TENEBRIONIDAE,P,-354,0,-11,0,-75,1965022,RTRN,Fri Mar 17 00:00:00 CST 1995,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,P,0,110,0,0,0,1967003,LOAN,Wed Feb 01 00:00:00 CST 1967,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,P,0,-110,0,0,0,1967003,RTRN,Tue Oct 25 00:00:00 CDT 1988,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,P,0,195,0,0,0,1967020,LOAN,Wed Nov 15 00:00:00 CST 1967,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,V,0,200,0,0,0,1967020,LOAN,Wed Nov 15 00:00:00 CST 1967,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,P,0,-143,0,0,0,1967020,RTRN,Tue Oct 25 00:00:00 CDT 1988,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,P,0,-52,0,0,0,1967020,RTRN,Tue Jul 30 00:00:00 CDT 1991,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,V,0,-126,0,0,0,1967020,RTRN,Fri Jan 14 00:00:00 CST 2000,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,0,-4,0,0,0,1967020,RTRN,Tue Mar 04 00:00:00 CST 2003,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,V,0,-74,0,0,0,1967020,RTRN,Fri Apr 11 00:00:00 CDT 2003,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,32,16,0,0,11,1968011,LOAN,Wed Jul 24 00:00:00 CDT 1968,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,-32,-16,0,0,0,1968011,RTRN,Thu Aug 13 00:00:00 CDT 1987,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,12,0,0,0,1,1969004,LOAN,Fri Jan 17 00:00:00 CST 1969,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,V,0,5,0,0,0,1969004,LOAN,Fri Jan 17 00:00:00 CST 1969,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,-12,0,0,0,-1,1969004,RTRN,Sun Dec 31 00:00:00 CST 1972,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,V,0,-5,0,0,0,1969004,RTRN,Fri Jan 14 00:00:00 CST 2000,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HEMIPTERA,COREIDAE,P,164,113,0,5,5,1969025,LOAN,Wed Oct 29 00:00:00 CST 1969,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HEMIPTERA,COREIDAE,P,-164,-113,0,-5,-5,1969025,RTRN,Tue Aug 26 00:00:00 CDT 1986,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,P,67,68,0,0,6,1969026,LOAN,Wed Nov 05 00:00:00 CST 1969,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,10,0,0,0,3,1969026,LOAN,Wed Nov 05 00:00:00 CST 1969,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,V,35,17,0,0,2,1969026,LOAN,Wed Nov 05 00:00:00 CST 1969,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,P,-48,-60,0,0,-3,1969026,RTRN,Wed Apr 15 00:00:00 CDT 1987,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,P,-17,-8,0,0,0,1969026,RTRN,Mon Jan 11 00:00:00 CST 1988,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,V,-35,-17,0,0,0,1969026,RTRN,Mon Jan 11 00:00:00 CST 1988,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,P,-2,0,0,0,0,1969026,RTRN,Tue Aug 09 00:00:00 CDT 1994,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,-10,0,0,0,0,1969026,RTRN,Tue Aug 09 00:00:00 CDT 1994,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,LEPIDOPTERA,ARCTIIDAE,P,24,149,0,0,4,1970001,LOAN,Mon Jan 05 00:00:00 CST 1970,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,LEPIDOPTERA,ARCTIIDAE,P,-24,-149,0,0,-4,1970001,RTRN,Wed Jun 30 00:00:00 CDT 2004,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,MENOPONIDAE,S,10,0,0,0,3,1971003,LOAN,Tue Feb 16 00:00:00 CST 1971,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,MENOPONIDAE,S,-10,0,0,0,-3,1971003,RTRN,Thu Dec 09 00:00:00 CST 1993,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,EMPIDIDAE,P,0,16,0,0,0,1971018,LOAN,Mon Aug 02 00:00:00 CDT 1971,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,SCIOMYZIDAE,P,0,48,0,0,0,1971018,LOAN,Mon Aug 02 00:00:00 CDT 1971,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,SCIOMYZIDAE,P,0,-48,0,0,0,1971018,RTRN,Thu Aug 17 00:00:00 CDT 1972,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,SCIOMYZIDAE,P,0,-16,0,0,0,1971018,RTRN,Fri Mar 17 00:00:00 CST 1995,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MEGACHILIDAE,P,19,3,0,0,5,1972006,LOAN,Tue Feb 29 00:00:00 CST 1972,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MEGACHILIDAE,P,-8,-1,0,0,-2,1972006,RTRN,Thu Mar 28 00:00:00 CST 1991,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,STAPHYLINIDAE,P,448,181,0,0,21,1972014,LOAN,Fri Jun 02 00:00:00 CDT 1972,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,STAPHYLINIDAE,P,-448,-154,0,0,-21,1972014,RTRN,Wed Oct 23 00:00:00 CDT 1985,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,STAPHYLINIDAE,P,0,-31,0,0,0,1972014,RTRN,Tue Jan 21 00:00:00 CST 1992,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,STAPHYLINIDAE,P,0,31,0,0,0,1972014,LOAN,Tue Jan 21 00:00:00 CST 1992,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,STAPHYLINIDAE,P,0,-23,0,0,0,1972014,RTRN,Wed Feb 17 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,MEMBRACIDAE,P,181,733,0,0,5,1973001,LOAN,Tue Jan 02 00:00:00 CST 1973,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,SAPYGIDAE,P,0,3,0,0,0,1973003,LOAN,Fri Jan 05 00:00:00 CST 1973,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,SAPYGIDAE,P,0,-3,0,0,0,1973003,RTRN,Wed Jan 06 00:00:00 CST 1988,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,DOLICHOPODIDAE,P,113,5,0,0,3,1973021,LOAN,Mon Aug 20 00:00:00 CDT 1973,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,DOLICHOPODIDAE,P,-113,-5,0,0,-3,1973021,RTRN,Tue Jun 08 00:00:00 CDT 1993,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CULICIDAE,S,8,0,0,0,1,1974002,LOAN,Wed Jan 23 00:00:00 CDT 1974,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CULICIDAE,S,-8,0,0,0,-1,1974002,RTRN,Wed Jul 20 00:00:00 CDT 1988,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CULICIDAE,S,-8,0,0,0,-1,1974002,GIFT,Wed Jul 20 00:00:00 CDT 1988,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CULICIDAE,S,-1,0,0,0,0,1974002,RTRN,Wed Jul 20 00:00:00 CDT 1988,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CULICIDAE,S,-16,0,0,0,-1,1974002,LOAN,Wed Jul 20 00:00:00 CDT 1988,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CULICIDAE,S,-8,0,0,0,-1,1974002,RTRN,Wed Jul 20 00:00:00 CDT 1988,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,DRYOPIDAE,P,113,144,0,0,5,1974007,LOAN,Mon Mar 25 00:00:00 CDT 1974,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,DRYOPIDAE,V,0,139,0,0,0,1974007,LOAN,Mon Mar 25 00:00:00 CDT 1974,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,DRYOPIDAE,P,-113,-144,0,0,-5,1974007,RTRN,Fri Dec 08 00:00:00 CST 1978,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,DRYOPIDAE,V,0,-139,0,0,0,1974007,RTRN,Thu Mar 08 00:00:00 CST 1990,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,ELMIDAE,P,13,200,0,0,1,1974007,LOAN,Mon Mar 25 00:00:00 CDT 1974,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,ELMIDAE,V,0,410,0,0,0,1974007,LOAN,Mon Mar 25 00:00:00 CDT 1974,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,ELMIDAE,P,-13,-200,0,0,-1,1974007,RTRN,Tue Apr 27 00:00:00 CDT 1982,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,ELMIDAE,V,0,-410,0,0,0,1974007,RTRN,Tue Apr 27 00:00:00 CDT 1982,false
