http://www.w3.org/ns/prov#wasDerivedFrom,http://purl.org/dc/elements/1.1/format,CL,ORDER,FAMILY,S,N_DET,N_UND,N_TY,N_2T,SPEC,LO_NO,TRAN,DATE,OPEN
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,SCATOPSIDAE,S,-1,0,0,-1,-1,1996008,RTRN,Fri Feb 07 00:00:00 CST 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,SCATOPSIDAE,S,3,0,0,0,1,1996009,LOAN,Mon Apr 08 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,SCATOPSIDAE,S,-3,0,0,0,-1,1996009,RTRN,Fri Feb 07 00:00:00 CST 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,100,0,0,0,1996010,LOAN,Mon May 06 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,-69,0,0,0,1996010,RTRN,Mon Oct 07 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,157,0,0,0,1996011,LOAN,Mon May 06 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,-157,0,0,0,1996011,RTRN,Mon Jul 09 00:00:00 CDT 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,SILPHIDAE,P,35,29,0,0,7,1996012,LOAN,Tue May 14 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,SILPHIDAE,P,-35,-29,0,0,-7,1996012,RTRN,Fri Feb 13 00:00:00 CST 2004,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ODONTOCERIDAE,P,25,167,0,0,1,1996013,LOAN,Fri May 31 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ODONTOCERIDAE,V,74,87,0,0,1,1996013,LOAN,Fri May 31 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ODONTOCERIDAE,P,-25,-167,0,0,-1,1996013,RTRN,Mon Jun 15 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ODONTOCERIDAE,V,-74,-87,0,0,-1,1996013,RTRN,Mon Jun 15 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,NITIDULIDAE,P,10,4,0,0,1,1996014,LOAN,Fri Jun 14 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,NITIDULIDAE,P,-10,-4,0,0,-1,1996014,RTRN,Wed Jan 10 00:00:00 CST 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHAMAEMYIIDAE,P,312,386,0,1,16,1996016,LOAN,Tue Jul 09 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHAMAEMYIIDAE,P,-312,-386,0,-1,-16,1996016,TRAN,Mon Jun 03 00:00:00 CDT 2002,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,166,27,0,27,34,1996017,LOAN,Thu Jul 11 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,-166,-21,0,-27,-34,1996017,RTRN,Wed May 20 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,PELECINIDAE,P,154,0,0,0,1,1996018,LOAN,Tue Jul 16 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,PELECINIDAE,P,-154,0,0,0,-1,1996018,RTRN,Thu Mar 05 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,PELECINIDAE,P,13,28,0,0,1,1996020,LOAN,Mon Jul 22 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,PELECINIDAE,P,-13,-28,0,0,-1,1996020,RTRN,Thu Mar 05 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,MENOPONIDAE,S,52,0,0,0,4,1996021,LOAN,Fri Aug 09 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,MENOPONIDAE,S,-52,0,0,0,-4,1996021,RTRN,Tue Apr 15 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,65,39,0,0,8,1996021,LOAN,Fri Aug 09 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,-2,0,0,0,-1,1996021,RTRN,Tue Apr 15 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,-63,-39,0,0,0,1996021,RTRN,Tue Apr 14 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,0,0,0,0,-7,1996021,RTRN,Tue Apr 14 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,MENOPONIDAE,S,103,0,0,0,1,1996022,LOAN,Thu Oct 10 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,MENOPONIDAE,S,-106,0,0,0,-1,1996022,RTRN,Tue Apr 15 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,MENOPONIDAE,S,3,0,0,0,0,1996022,RTRN,Tue Apr 15 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,6,0,0,0,1,1996022,LOAN,Thu Oct 10 00:00:00 CDT 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,-6,0,0,0,-1,1996022,RTRN,Tue Apr 15 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MUTILLIDAE,P,9,68,1,0,1,1996023,LOAN,Wed Nov 06 00:00:00 CST 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MUTILLIDAE,P,-9,-68,-1,0,-1,1996023,RTRN,Mon May 10 00:00:00 CDT 2004,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,APHIDIDAE,S,13,0,9,0,1,1996024,LOAN,Thu Nov 07 00:00:00 CST 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,APHIDIDAE,S,-13,0,-9,0,-1,1996024,RTRN,Wed Jan 22 00:00:00 CST 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,DYTISCIDAE,P,308,152,0,0,1,1996026,LOAN,Thu Dec 19 00:00:00 CST 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,DYTISCIDAE,P,-308,-152,0,0,-1,1996026,RTRN,Fri Feb 12 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,P,8,0,0,0,2,1997001,LOAN,Fri Jan 24 00:00:00 CST 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,36,5,0,1,4,1997001,LOAN,Fri Jan 24 00:00:00 CST 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,V,24,119,0,0,3,1997001,LOAN,Fri Jan 24 00:00:00 CST 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,P,-8,0,0,0,-2,1997001,RTRN,Tue Mar 23 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,-24,-115,0,0,-3,1997001,RTRN,Tue Mar 23 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,V,-36,-5,0,-1,-4,1997001,RTRN,Tue Mar 23 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,P,11,0,1,10,1,1997002,LOAN,Mon Jan 27 00:00:00 CST 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,V,3,0,0,3,1,1997002,LOAN,Mon Jan 27 00:00:00 CST 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,P,-11,0,-1,-10,-1,1997002,RTRN,Thu Jan 13 00:00:00 CST 2000,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,V,-3,0,0,-3,-1,1997002,RTRN,Thu Jan 13 00:00:00 CST 2000,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,APHIDIDAE,S,0,2779,0,0,0,1997003,LOAN,Mon Jan 27 00:00:00 CST 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,APHIDIDAE,S,0,-2779,0,0,0,1997003,RTRN,Thu Jan 29 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,BIBIONIDAE,P,2,719,2,0,2,1997004,LOAN,Mon Feb 03 00:00:00 CST 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,BIBIONIDAE,P,-2,-692,-2,0,-2,1997004,RTRN,Tue Sep 08 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,BIBIONIDAE,P,0,-27,0,0,0,1997004,RTRN,Mon May 10 00:00:00 CDT 2004,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,HYDROPHILIDAE,P,57,32,0,1,17,1997005,LOAN,Mon Apr 14 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,HYDROPHILIDAE,P,0,-1,0,0,0,1997005,RTRN,Wed Sep 23 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,HYDROPHILIDAE,P,-57,-22,0,-1,-17,1997005,RTRN,Wed Sep 23 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,TACHINIDAE,P,0,385,0,0,0,1997006,LOAN,Thu Apr 24 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,TACHINIDAE,P,0,-385,0,0,0,1997006,RTRN,Wed Dec 30 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,AR,ARANEIDA,SALTICIDAE,V,4,1,0,0,4,1997007,LOAN,Wed May 21 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,AR,ARANEIDA,SALTICIDAE,V,-4,-1,0,0,-4,1997007,RTRN,Wed Jan 07 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,GLOSSOSOMATIDAE,V,46,0,0,0,1,1997008,LOAN,Mon Jul 14 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,GLOSSOSOMATIDAE,V,-46,0,0,0,-1,1997008,RTRN,Tue Feb 17 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,13,48,0,5,4,1997010,LOAN,Tue Sep 23 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,-12,-48,0,-5,-3,1997010,RTRN,Wed Jun 23 00:00:00 CDT 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,-1,0,0,0,-1,1997010,RTRN,Mon Jan 29 00:00:00 CST 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,135,0,0,0,1997012,LOAN,Fri Sep 26 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,BRACONIDAE,P,0,-135,0,0,0,1997012,RTRN,Tue Mar 18 00:00:00 CST 2003,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MUTILLIDAE,P,8,0,8,0,8,1997013,LOAN,Thu Oct 09 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MUTILLIDAE,P,-8,0,-8,0,-8,1997013,RTRN,Mon Oct 19 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,PLECOPTERA,PERLIDAE,V,1,0,0,0,1,1997014,LOAN,Fri Oct 17 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,PLECOPTERA,PERLIDAE,V,-1,0,0,0,-1,1997014,RTRN,Tue Jan 19 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,0,272,0,0,0,1997015,LOAN,Fri Oct 17 00:00:00 CDT 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,0,-34,0,0,0,1997015,RTRN,Tue Apr 14 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,0,-238,0,0,0,1997015,RTRN,Fri Jan 15 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,OECONESIDAE,V,15,0,0,0,2,1998001,LOAN,Tue Dec 30 00:00:00 CST 1997,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,OECONESIDAE,V,-15,0,0,0,-2,1998001,RTRN,Thu Jan 18 00:00:00 CST 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,APHIDIDAE,S,193,0,0,0,1,1998004,LOAN,Tue Feb 03 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,APHIDIDAE,S,-193,0,0,0,-1,1998004,RTRN,Wed Jan 20 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,APHIDIDAE,S,372,0,0,0,1,1998006,LOAN,Thu Feb 12 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,APHIDIDAE,S,-372,0,0,0,-1,1998006,RTRN,Wed Jan 20 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MUTILLIDAE,P,0,4,0,0,0,1998008,LOAN,Wed Mar 25 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MUTILLIDAE,P,0,-4,0,0,0,1998008,RTRN,Tue May 28 00:00:00 CDT 2002,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,EPHEMEROPTERA,BAETIDAE,P,1,0,1,0,1,1998009,LOAN,Tue May 05 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,EPHEMEROPTERA,BAETIDAE,P,-1,0,-1,0,-1,1998009,RTRN,Wed May 20 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,P,27,0,0,3,27,1998010,LOAN,Sun Oct 07 00:00:00 CDT 1990,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,P,27,0,0,3,27,1998010,LOAN,Wed Oct 07 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,P,2,0,0,0,2,1998010,LOAN,Sat Oct 24 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,P,-27,0,0,-3,-27,1998010,RTRN,Mon Oct 26 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,P,-29,0,0,-3,-2,1998010,RTRN,Thu Jan 18 00:00:00 CST 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,P,0,0,0,0,-27,1998010,RTRN,Thu Jan 18 00:00:00 CST 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,PHILOPOTAMIDAE,P,1,4,0,0,1,1998010,LOAN,Thu Dec 31 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,PHILOPOTAMIDAE,P,-1,-4,0,0,-1,1998010,RTRN,Thu Jan 18 00:00:00 CST 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,FORMICIDAE,P,122,65,0,0,11,1998011,LOAN,Thu Oct 08 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,FORMICIDAE,P,-122,-65,0,0,-11,1998011,RTRN,Tue Sep 04 00:00:00 CDT 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,CICINDELIDAE,P,79,0,0,0,4,1998012,LOAN,Tue Oct 20 00:00:00 CDT 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,CICINDELIDAE,P,-79,0,0,0,-4,1998012,RTRN,Wed Jan 13 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,LIMNEPHILIDAE,V,3,0,0,0,1,1998013,LOAN,Thu Dec 10 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,LIMNEPHILIDAE,V,-3,0,0,0,-1,1998013,RTRN,Wed Jan 13 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLLEMBOLA,SMINTHURIDAE,S,1,0,1,0,1,1999001,LOAN,Tue Feb 23 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLLEMBOLA,SMINTHURIDAE,S,-1,0,-1,0,-1,1999001,RTRN,Fri Jan 28 00:00:00 CST 2000,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,LEPIDOPTERA,OLETHREUTIDAE,P,19,0,0,0,3,1999002,LOAN,Tue Feb 23 00:00:00 CST 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,LEPIDOPTERA,OLETHREUTIDAE,P,-19,0,0,0,-3,1999002,RTRN,Thu May 23 00:00:00 CDT 2002,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MUTILLIDAE,P,3,0,0,0,0,1999004,LOAN,Thu Apr 29 00:00:00 CDT 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MUTILLIDAE,P,-3,0,0,-3,-1,1999004,RTRN,Mon May 24 00:00:00 CDT 1999,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,391,0,0,0,0,1999005,LOAN,Thu Apr 29 00:00:00 CDT 1999,false
